case_number,date_filed,time_filed,crime_type_code,description,case_status,district_name,police_station,location_name,location_lat,location_lng,investigating_officer,year_filed,month_filed,hour_of_crime
KAR/BEN/2024/2272,2024-11-04,05:44:00,vehicle_theft,"Reported incident of vehicle theft at Near Mutti, Bengaluru Urban. Suspect vehicle noticed with plate KA-38-P-6162.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Mutti, Bengaluru Urban",13.0541,77.6028,Insp. Jeremiah Sekhon,2024,11,5
KAR/BID/2024/2273,2024-11-23,07:46:00,vehicle_theft,"Reported incident of vehicle theft at Near Mukhopadhyay Ganj, Bidar. Suspect vehicle noticed with plate KA-31-N-9106.",under_investigation,Bidar,Bidar Traffic PS,"Near Mukhopadhyay Ganj, Bidar",17.8764,77.4199,Insp. Isha Sura,2024,11,7
KAR/BEN/2024/2274,2024-07-03,08:36:00,burglary,"Reported incident of burglary at Near Sami Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban West PS,"Near Sami Ganj, Bengaluru Urban",12.9185,77.5713,Insp. Chameli Pillai,2024,7,8
KAR/VIJ/2024/2275,2024-10-13,12:17:00,assault,"Reported incident of assault at Near Puri Ganj, Vijayapura.",chargesheeted,Vijayapura,Vijayapura Market PS,"Near Puri Ganj, Vijayapura",16.8337,75.7903,Insp. Yashodhara Pandya,2024,10,12
KAR/HAS/2024/2276,2024-06-19,01:06:00,fraud,"Reported incident of fraud at Near Bora Street, Hassan.",open,Hassan,Hassan Town PS,"Near Bora Street, Hassan",13.0218,76.0105,Insp. Ishaan Ahuja,2024,6,1
KAR/BEN/2024/2277,2025-02-22,01:24:00,vehicle_theft,"Reported incident of vehicle theft at Near Sarraf, Bengaluru Urban. Suspect vehicle noticed with plate KA-35-P-1982.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Sarraf, Bengaluru Urban",12.9323,77.5741,Insp. Gaurika Pal,2025,2,1
KAR/VIJ/2024/2278,2025-02-17,06:38:00,robbery,"Reported incident of robbery at Near Panchal Nagar, Vijayapura. Suspect vehicle noticed with plate KA-43-P-4472.",under_investigation,Vijayapura,Vijayapura Suburban PS,"Near Panchal Nagar, Vijayapura",16.7404,75.6542,Insp. Harini Subramaniam,2025,2,6
KAR/RAI/2024/2279,2024-10-15,04:44:00,vehicle_theft,"Reported incident of vehicle theft at Near Wadhwa Marg, Raichur. Suspect vehicle noticed with plate KA-51-M-2237.",under_investigation,Raichur,Raichur Rural PS,"Near Wadhwa Marg, Raichur",16.1613,77.2726,Insp. Wazir Kamdar,2024,10,4
KAR/MAN/2024/2280,2025-03-18,08:19:00,fraud,"Reported incident of fraud at Near Sood Nagar, Mangaluru (Dakshina Kannada).",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Suburban PS,"Near Sood Nagar, Mangaluru (Dakshina Kannada)",12.8274,74.8956,Insp. Elijah Venkataraman,2025,3,8
KAR/BEN/2024/2281,2024-10-10,22:45:00,chain_snatching,"Reported incident of chain snatching at Near Ghosh Ganj, Bengaluru Urban. Suspect vehicle noticed with plate KA-18-N-6989.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Ghosh Ganj, Bengaluru Urban",12.9707,77.6276,Insp. Sachi Hora,2024,10,22
KAR/BEN/2024/2282,2024-12-01,15:42:00,chain_snatching,"Reported incident of chain snatching at Near Upadhyay, Bengaluru Urban. Suspect vehicle noticed with plate KA-34-N-4204.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Upadhyay, Bengaluru Urban",12.9978,77.6789,Insp. Zayan Balay,2024,12,15
KAR/BEN/2024/2283,2025-05-23,22:24:00,eve_teasing,"Reported incident of eve teasing at Near Dey Ganj, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban South PS,"Near Dey Ganj, Bengaluru Urban",12.9565,77.5213,Insp. Oscar Chokshi,2025,5,22
KAR/RAI/2024/2284,2024-06-24,05:44:00,chain_snatching,"Reported incident of chain snatching at Near Sharma Path, Raichur. Suspect vehicle noticed with plate KA-24-N-3393.",under_investigation,Raichur,Raichur Rural PS,"Near Sharma Path, Raichur",16.1923,77.2524,Insp. Ria Chauhan,2024,6,5
KAR/BEN/2024/2285,2024-02-16,16:07:00,fraud,"Reported incident of fraud at Near Basu Ganj, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Basu Ganj, Bengaluru Urban",13.0562,77.6168,Insp. Barkha Sachar,2024,2,16
KAR/BEN/2024/2286,2025-02-24,04:31:00,hit_and_run,"Reported incident of hit and run at Near Morar Street, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban West PS,"Near Morar Street, Bengaluru Urban",12.9051,77.5722,Insp. Oscar Bakshi,2025,2,4
KAR/BEN/2024/2287,2025-05-12,21:00:00,vehicle_theft,"Reported incident of vehicle theft at Near Dhaliwal Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-01-KA-1438.",chargesheeted,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Dhaliwal Path, Bengaluru Urban",12.9502,77.6379,Insp. Meera Hora,2025,5,21
KAR/MAN/2024/2288,2025-05-31,04:36:00,eve_teasing,"Reported incident of eve teasing at Near Parmar, Mandya.",under_investigation,Mandya,Mandya Town PS,"Near Parmar, Mandya",12.5613,76.8817,Insp. Bimala Deep,2025,5,4
KAR/HUB/2024/2289,2024-11-02,10:56:00,chain_snatching,"Reported incident of chain snatching at Near Batta Nagar, Hubballi-Dharwad. Suspect vehicle noticed with plate KA-44-N-2118.",under_investigation,Hubballi-Dharwad,Hubballi-Dharwad Industrial PS,"Near Batta Nagar, Hubballi-Dharwad",15.4482,75.0338,Insp. Urmi Sunder,2024,11,10
KAR/HUB/2024/2290,2024-10-03,17:47:00,chain_snatching,"Reported incident of chain snatching at Near Nayak Ganj, Hubballi-Dharwad. Suspect vehicle noticed with plate KA-06-M-4919.",open,Hubballi-Dharwad,Hubballi-Dharwad Traffic PS,"Near Nayak Ganj, Hubballi-Dharwad",15.4536,75.0292,Insp. Henry Narasimhan,2024,10,17
KAR/BEN/2024/2291,2024-01-14,19:04:00,kidnapping,"Reported incident of kidnapping at Near Raja Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Raja Circle, Bengaluru Urban",13.0738,77.6016,Insp. Hamsini Zacharia,2024,1,19
KAR/MAN/2024/2292,2024-04-27,17:46:00,fraud,"Reported incident of fraud at Near Gala Ganj, Mandya.",under_investigation,Mandya,Mandya Rural PS,"Near Gala Ganj, Mandya",12.5421,76.9515,Insp. Anusha Basak,2024,4,17
KAR/MYS/2024/2293,2024-04-15,13:22:00,drug_offence,"Reported incident of drug offence at Near Parekh Ganj, Mysuru.",open,Mysuru,Mysuru Central PS,"Near Parekh Ganj, Mysuru",12.1948,76.6847,Insp. Kiaan Natt,2024,4,13
KAR/BEN/2024/2294,2025-04-15,05:01:00,assault,"Reported incident of assault at Near Brahmbhatt Nagar, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Brahmbhatt Nagar, Bengaluru Urban",12.9555,77.5741,Insp. Tanmayi Nadkarni,2025,4,5
KAR/BEN/2024/2295,2024-05-21,16:05:00,vehicle_theft,"Reported incident of vehicle theft at Near Manne Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-03-B-2599.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Manne Zila, Bengaluru Urban",13.0656,77.575,Insp. Samesh Rao,2024,5,16
KAR/MAN/2024/2296,2024-09-20,14:06:00,burglary,"Reported incident of burglary at Near Barad, Mandya.",open,Mandya,Mandya Market PS,"Near Barad, Mandya",12.5002,76.837,Insp. Unni Sarna,2024,9,14
KAR/BAL/2024/2297,2024-10-17,15:45:00,robbery,"Reported incident of robbery at Near Iyengar Circle, Ballari. Suspect vehicle noticed with plate KA-48-M-5344.",open,Ballari,Ballari Traffic PS,"Near Iyengar Circle, Ballari",15.2053,76.8825,Insp. Yagnesh Ben,2024,10,15
KAR/KOL/2024/2298,2025-01-30,15:27:00,domestic_violence,"Reported incident of domestic violence at Near Kapoor Road, Kolar.",under_investigation,Kolar,Kolar Traffic PS,"Near Kapoor Road, Kolar",13.1578,78.0996,Insp. Varsha Prasad,2025,1,15
KAR/DAV/2024/2299,2025-03-17,12:07:00,robbery,"Reported incident of robbery at Near Swaminathan Marg, Davangere. Suspect vehicle noticed with plate KA-38-B-9978.",chargesheeted,Davangere,Davangere Market PS,"Near Swaminathan Marg, Davangere",14.4477,75.8179,Insp. Arjun Sharma,2025,3,12
KAR/VIJ/2024/2300,2024-04-30,17:34:00,chain_snatching,"Reported incident of chain snatching at Near Chander Chowk, Vijayapura. Suspect vehicle noticed with plate KA-04-M-7619.",open,Vijayapura,Vijayapura Market PS,"Near Chander Chowk, Vijayapura",16.7953,75.7483,Insp. Onveer Mammen,2024,4,17
KAR/DAV/2024/2301,2025-02-04,15:24:00,murder,"Reported incident of murder at Near Vaidya, Davangere.",open,Davangere,Davangere Traffic PS,"Near Vaidya, Davangere",14.4276,75.9108,Insp. Riya Mishra,2025,2,15
KAR/KAL/2024/2302,2024-06-20,01:04:00,chain_snatching,"Reported incident of chain snatching at Near Dyal Zila, Kalaburagi. Suspect vehicle noticed with plate KA-40-M-3150.",open,Kalaburagi,Kalaburagi Market PS,"Near Dyal Zila, Kalaburagi",17.337,76.863,Insp. Quincy Mukherjee,2024,6,1
KAR/BEN/2024/2303,2025-01-27,13:35:00,vehicle_theft,"Reported incident of vehicle theft at Near Singh Path, Bengaluru Urban. Suspect vehicle noticed with plate KA-49-KB-4634.",chargesheeted,Bengaluru Urban,Bengaluru Urban North PS,"Near Singh Path, Bengaluru Urban",12.9377,77.5867,Insp. Kiaan Lad,2025,1,13
KAR/MYS/2024/2304,2024-10-29,20:27:00,fraud,"Reported incident of fraud at Near Mander Chowk, Mysuru.",chargesheeted,Mysuru,Mysuru North PS,"Near Mander Chowk, Mysuru",12.2361,76.5778,Insp. Yutika Ganesh,2024,10,20
KAR/BEN/2024/2305,2025-04-02,12:46:00,burglary,"Reported incident of burglary at Near Sinha Nagar, Bengaluru Urban.",closed,Bengaluru Urban,Bengaluru Urban South PS,"Near Sinha Nagar, Bengaluru Urban",12.9905,77.538,Insp. Lakshit Ratti,2025,4,12
KAR/BEN/2024/2306,2024-12-02,00:09:00,chain_snatching,"Reported incident of chain snatching at Near Kaul Marg, Bengaluru Urban. Suspect vehicle noticed with plate KA-46-A-1026.",under_investigation,Bengaluru Urban,Bengaluru Urban South PS,"Near Kaul Marg, Bengaluru Urban",12.9582,77.5026,Insp. Charita Parekh,2024,12,0
KAR/BEN/2024/2307,2024-10-12,11:48:00,vehicle_theft,"Reported incident of vehicle theft at Near Rai Chowk, Bengaluru Urban. Suspect vehicle noticed with plate KA-41-KA-1809.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Rai Chowk, Bengaluru Urban",12.9499,77.5934,Insp. Girish Roy,2024,10,11
KAR/HAS/2024/2308,2024-12-25,19:26:00,vehicle_theft,"Reported incident of vehicle theft at Near Dubey Chowk, Hassan. Suspect vehicle noticed with plate KA-07-A-2212.",under_investigation,Hassan,Hassan Market PS,"Near Dubey Chowk, Hassan",13.0095,76.1187,Insp. Urishilla Das,2024,12,19
KAR/BEN/2024/2309,2024-10-12,12:42:00,murder,"Reported incident of murder at Near Sharma Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Sharma Chowk, Bengaluru Urban",12.922,77.5918,Insp. Forum Barman,2024,10,12
KAR/HAS/2024/2310,2024-07-16,14:50:00,burglary,"Reported incident of burglary at Near Kashyap Ganj, Hassan.",closed,Hassan,Hassan Market PS,"Near Kashyap Ganj, Hassan",13.0199,76.0762,Insp. Andrew Barman,2024,7,14
KAR/BEN/2024/2311,2024-11-16,16:41:00,cybercrime,"Reported incident of cybercrime at Near Ghose Zila, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban Central PS,"Near Ghose Zila, Bengaluru Urban",12.9232,77.5908,Insp. Hamsini Raval,2024,11,16
KAR/HUB/2024/2312,2024-05-01,04:04:00,burglary,"Reported incident of burglary at Near Bobal, Hubballi-Dharwad.",open,Hubballi-Dharwad,Hubballi-Dharwad Industrial PS,"Near Bobal, Hubballi-Dharwad",15.4098,75.0551,Insp. Xiti Mishra,2024,5,4
KAR/BEN/2024/2313,2024-12-20,08:58:00,vehicle_theft,"Reported incident of vehicle theft at Near Sagar Street, Bengaluru Urban. Suspect vehicle noticed with plate KA-36-P-6687.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Sagar Street, Bengaluru Urban",12.9486,77.6654,Insp. Eta Tella,2024,12,8
KAR/BEN/2024/2314,2024-07-15,20:49:00,cybercrime,"Reported incident of cybercrime at Near Chatterjee Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Chatterjee Circle, Bengaluru Urban",12.922,77.59,Insp. Bhavini Tandon,2024,7,20
KAR/BEN/2024/2315,2024-12-11,04:35:00,chain_snatching,"Reported incident of chain snatching at Near Boase Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-36-M-8690.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Boase Zila, Bengaluru Urban",12.9545,77.5875,Insp. Falguni Varma,2024,12,4
KAR/KOP/2024/2316,2024-01-07,18:22:00,fraud,"Reported incident of fraud at Near Khosla Path, Koppal.",under_investigation,Koppal,Koppal Industrial PS,"Near Khosla Path, Koppal",15.3285,76.1992,Insp. Pooja Narasimhan,2024,1,18
KAR/KOL/2024/2317,2025-04-02,16:10:00,hit_and_run,"Reported incident of hit and run at Near Dhar Marg, Kolar.",open,Kolar,Kolar Town PS,"Near Dhar Marg, Kolar",13.195,78.115,Insp. Lekha Din,2025,4,16
KAR/MYS/2024/2318,2024-10-16,09:27:00,vehicle_theft,"Reported incident of vehicle theft at Near Dass, Mysuru. Suspect vehicle noticed with plate KA-20-M-1598.",open,Mysuru,Mysuru East PS,"Near Dass, Mysuru",12.2991,76.6477,Insp. Warhi Pandit,2024,10,9
KAR/BEN/2024/2319,2024-02-14,20:25:00,fraud,"Reported incident of fraud at Near Kala Nagar, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban East PS,"Near Kala Nagar, Bengaluru Urban",13.0472,77.5951,Insp. Dalbir Bassi,2024,2,20
KAR/MYS/2024/2320,2024-10-27,04:25:00,chain_snatching,"Reported incident of chain snatching at Near Ramesh Ganj, Mysuru. Suspect vehicle noticed with plate KA-33-M-3665.",under_investigation,Mysuru,Mysuru South PS,"Near Ramesh Ganj, Mysuru",12.2683,76.5981,Insp. Gaurika Dass,2024,10,4
KAR/BEN/2024/2321,2025-01-21,04:17:00,fraud,"Reported incident of fraud at Near Sani Marg, Bengaluru Urban.",chargesheeted,Bengaluru Urban,Bengaluru Urban East PS,"Near Sani Marg, Bengaluru Urban",13.0769,77.6181,Insp. Advika Misra,2025,1,4
KAR/BAL/2024/2322,2025-04-30,01:57:00,hit_and_run,"Reported incident of hit and run at Near Jani Ganj, Ballari.",closed,Ballari,Ballari Market PS,"Near Jani Ganj, Ballari",15.1603,76.8827,Insp. Nisha Randhawa,2025,4,1
KAR/MAN/2024/2323,2024-04-12,17:02:00,chain_snatching,"Reported incident of chain snatching at Near Merchant Nagar, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-54-KB-6548.",chargesheeted,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Town PS,"Near Merchant Nagar, Mangaluru (Dakshina Kannada)",12.9556,74.9397,Insp. Gaurang Sur,2024,4,17
KAR/BEN/2024/2324,2024-07-09,09:40:00,chain_snatching,"Reported incident of chain snatching at Near Mand Road, Bengaluru Urban. Suspect vehicle noticed with plate KA-35-KA-8164.",chargesheeted,Bengaluru Urban,Bengaluru Urban North PS,"Near Mand Road, Bengaluru Urban",12.9442,77.6116,Insp. Kiaan Dixit,2024,7,9
KAR/RAI/2024/2325,2025-03-11,05:53:00,eve_teasing,"Reported incident of eve teasing at Near Aurora Street, Raichur.",chargesheeted,Raichur,Raichur Town PS,"Near Aurora Street, Raichur",16.1553,77.3608,Insp. Chatura Doctor,2025,3,5
KAR/BEN/2024/2326,2024-10-01,01:08:00,fraud,"Reported incident of fraud at Near Bora Circle, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Bora Circle, Bengaluru Urban",12.9518,77.6214,Insp. Oviya Kurian,2024,10,1
KAR/KOL/2024/2327,2024-04-13,00:49:00,fraud,"Reported incident of fraud at Near Tak Path, Kolar.",open,Kolar,Kolar Industrial PS,"Near Tak Path, Kolar",13.1142,78.1918,Insp. Tarak Kalla,2024,4,0
KAR/BEN/2024/2328,2024-11-13,14:38:00,vehicle_theft,"Reported incident of vehicle theft at Near Mittal Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-20-KB-7534.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Mittal Zila, Bengaluru Urban",12.9568,77.6671,Insp. Ekta Mand,2024,11,14
KAR/MAN/2024/2329,2024-05-13,21:15:00,vehicle_theft,"Reported incident of vehicle theft at Near Bhasin Circle, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-01-N-3023.",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Bhasin Circle, Mangaluru (Dakshina Kannada)",12.8974,74.8304,Insp. Tarak Dugal,2024,5,21
KAR/VIJ/2024/2330,2024-12-14,00:51:00,vehicle_theft,"Reported incident of vehicle theft at Near Sagar Nagar, Vijayapura. Suspect vehicle noticed with plate KA-21-KB-7391.",open,Vijayapura,Vijayapura Traffic PS,"Near Sagar Nagar, Vijayapura",16.8929,75.7057,Insp. Varenya Dyal,2024,12,0
KAR/BEN/2024/2331,2025-01-26,10:57:00,drug_offence,"Reported incident of drug offence at Near Anand Circle, Bengaluru Urban.",under_investigation,Bengaluru Urban,Bengaluru Urban Central PS,"Near Anand Circle, Bengaluru Urban",12.9313,77.5827,Insp. Matthew Mangal,2025,1,10
KAR/VIJ/2024/2332,2024-06-10,09:59:00,vehicle_theft,"Reported incident of vehicle theft at Near Chhabra, Vijayapura. Suspect vehicle noticed with plate KA-20-N-7757.",open,Vijayapura,Vijayapura Rural PS,"Near Chhabra, Vijayapura",16.831,75.6762,Insp. Anay Chada,2024,6,9
KAR/BEN/2024/2333,2025-02-02,10:43:00,kidnapping,"Reported incident of kidnapping at Near Datta Street, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Central PS,"Near Datta Street, Bengaluru Urban",12.944,77.5545,Insp. Tanvi Virk,2025,2,10
KAR/MAN/2024/2334,2024-12-20,02:28:00,vehicle_theft,"Reported incident of vehicle theft at Near Sagar Street, Mandya. Suspect vehicle noticed with plate KA-11-KB-1862.",open,Mandya,Mandya Rural PS,"Near Sagar Street, Mandya",12.5555,76.9816,Insp. Aradhana Sant,2024,12,2
KAR/KOP/2024/2335,2024-11-08,14:55:00,burglary,"Reported incident of burglary at Near Parmer, Koppal.",closed,Koppal,Koppal Market PS,"Near Parmer, Koppal",15.3822,76.2255,Insp. Mason Sandhu,2024,11,14
KAR/MAN/2024/2336,2024-10-04,00:03:00,vehicle_theft,"Reported incident of vehicle theft at Near Patel Street, Mangaluru (Dakshina Kannada). Suspect vehicle noticed with plate KA-07-KB-4998.",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Town PS,"Near Patel Street, Mangaluru (Dakshina Kannada)",12.948,74.9463,Insp. Urvi Ramanathan,2024,10,0
KAR/RAI/2024/2337,2025-02-12,01:21:00,fraud,"Reported incident of fraud at Near Bora, Raichur.",under_investigation,Raichur,Raichur Traffic PS,"Near Bora, Raichur",16.1573,77.3718,Insp. Wyatt Cherian,2025,2,1
KAR/KAL/2024/2338,2025-05-27,17:39:00,chain_snatching,"Reported incident of chain snatching at Near Dalal Marg, Kalaburagi. Suspect vehicle noticed with plate KA-23-B-7804.",under_investigation,Kalaburagi,Kalaburagi Town PS,"Near Dalal Marg, Kalaburagi",17.2359,76.8407,Insp. Omaja Chopra,2025,5,17
KAR/BEN/2024/2339,2024-12-31,17:15:00,fraud,"Reported incident of fraud at Near Srivastava Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Srivastava Chowk, Bengaluru Urban",13.0534,77.5847,Insp. Inaya Shetty,2024,12,17
KAR/BEN/2024/2340,2024-03-27,18:23:00,fraud,"Reported incident of fraud at Near Yadav Street, Bengaluru Urban.",closed,Bengaluru Urban,Bengaluru Urban Central PS,"Near Yadav Street, Bengaluru Urban",12.9441,77.5846,Insp. Riya Mital,2024,3,18
KAR/KAL/2024/2341,2025-05-19,09:58:00,chain_snatching,"Reported incident of chain snatching at Near Sharaf Street, Kalaburagi. Suspect vehicle noticed with plate KA-37-M-5444.",chargesheeted,Kalaburagi,Kalaburagi Industrial PS,"Near Sharaf Street, Kalaburagi",17.2788,76.8997,Insp. Caleb Khosla,2025,5,9
KAR/BEN/2024/2342,2024-05-04,08:01:00,property_crime,"Reported incident of property crime at Near Nadig Chowk, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban Traffic PS,"Near Nadig Chowk, Bengaluru Urban",12.9515,77.6372,Insp. Maanas Jani,2024,5,8
KAR/BEN/2024/2343,2024-12-17,11:59:00,vehicle_theft,"Reported incident of vehicle theft at Near Nazareth Zila, Bengaluru Urban. Suspect vehicle noticed with plate KA-36-M-8944.",open,Bengaluru Urban,Bengaluru Urban East PS,"Near Nazareth Zila, Bengaluru Urban",13.0471,77.5715,Insp. Aditya Varkey,2024,12,11
KAR/BEN/2024/2344,2024-10-14,21:41:00,kidnapping,"Reported incident of kidnapping at Near Krish Path, Bengaluru Urban.",open,Bengaluru Urban,Bengaluru Urban North PS,"Near Krish Path, Bengaluru Urban",12.965,77.6033,Insp. Bishakha Bobal,2024,10,21
KAR/BID/2024/2345,2025-05-08,14:16:00,fraud,"Reported incident of fraud at Near Baria Nagar, Bidar.",chargesheeted,Bidar,Bidar Industrial PS,"Near Baria Nagar, Bidar",17.8782,77.5089,Insp. Kashvi Banerjee,2025,5,14
KAR/KOP/2024/2346,2024-06-17,00:40:00,chain_snatching,"Reported incident of chain snatching at Near Singhal Nagar, Koppal. Suspect vehicle noticed with plate KA-51-B-9267.",open,Koppal,Koppal Industrial PS,"Near Singhal Nagar, Koppal",15.3433,76.1686,Insp. Vidhi Goyal,2024,6,0
KAR/MAN/2024/2347,2025-05-25,03:22:00,assault,"Reported incident of assault at Near Singh Ganj, Mangaluru (Dakshina Kannada).",under_investigation,Mangaluru (Dakshina Kannada),Mangaluru (Dakshina Kannada) Industrial PS,"Near Singh Ganj, Mangaluru (Dakshina Kannada)",12.8886,74.8318,Insp. Chatura Peri,2025,5,3
